instituicao,uf,exercicio,coluna,conta,periodo,periodicidade,valor,cores,mr,mr_mes,mes,mes_ano,final_mes,mes_ano_end
Governo do Estado do Amapá,AP,2018,<MR-5>,ICMS,6,B,68909858.5,rcl,12,-5,7,2018-07-01,2018-07-02,2018-07-31
Governo do Estado do Amapá,AP,2018,<MR-6>,ICMS,6,B,67113777.44,rcl,12,-6,6,2018-06-01,2018-06-02,2018-06-30
Governo do Estado do Amapá,AP,2018,<MR-7>,ICMS,6,B,69888416.98,rcl,12,-7,5,2018-05-01,2018-05-02,2018-05-31
Governo do Estado do Amapá,AP,2018,<MR-8>,ICMS,6,B,62501216.32,rcl,12,-8,4,2018-04-01,2018-04-02,2018-04-30
Governo do Estado do Amapá,AP,2018,<MR-9>,ICMS,6,B,70626288.57,rcl,12,-9,3,2018-03-01,2018-03-02,2018-03-31
Governo do Estado do Amapá,AP,2018,<MR>,ICMS,6,B,78950926.5,rcl,12,,12,2018-12-01,2018-12-02,2018-12-31
Governo do Estado do Amapá,AP,2019,<MR-1>,ICMS,6,B,97473045.73,rcl,12,-1,11,2019-11-01,2019-11-02,2019-11-30
Governo do Estado do Amapá,AP,2019,<MR-10>,ICMS,6,B,66650235.02,rcl,12,-10,2,2019-02-01,2019-02-02,2019-02-28
Governo do Estado do Amapá,AP,2019,<MR-11>,ICMS,6,B,76277103,rcl,12,-11,1,2019-01-01,2019-01-02,2019-01-31
Governo do Estado do Amapá,AP,2019,<MR-2>,ICMS,6,B,87652050.95,rcl,12,-2,10,2019-10-01,2019-10-02,2019-10-31
Governo do Estado do Amapá,AP,2019,<MR-3>,ICMS,6,B,83191523.89,rcl,12,-3,9,2019-09-01,2019-09-02,2019-09-30
Governo do Estado do Amapá,AP,2019,<MR-4>,ICMS,6,B,80013883.89,rcl,12,-4,8,2019-08-01,2019-08-02,2019-08-31
Governo do Estado do Amapá,AP,2019,<MR-5>,ICMS,6,B,73375373.67,rcl,12,-5,7,2019-07-01,2019-07-02,2019-07-31
Governo do Estado do Amapá,AP,2019,<MR-6>,ICMS,6,B,73093851.84,rcl,12,-6,6,2019-06-01,2019-06-02,2019-06-30
Governo do Estado do Amapá,AP,2019,<MR-7>,ICMS,6,B,68659425.47,rcl,12,-7,5,2019-05-01,2019-05-02,2019-05-31
Governo do Estado do Amapá,AP,2019,<MR-8>,ICMS,6,B,78933026.67,rcl,12,-8,4,2019-04-01,2019-04-02,2019-04-30
Governo do Estado do Amapá,AP,2019,<MR-9>,ICMS,6,B,67635899.02,rcl,12,-9,3,2019-03-01,2019-03-02,2019-03-31
Governo do Estado do Amapá,AP,2019,<MR>,ICMS,6,B,92478238.29,rcl,12,,12,2019-12-01,2019-12-02,2019-12-31
Governo do Estado do Amazonas,AM,2015,<MR-1>,ICMS,6,B,599529368.62,rcl,12,-1,11,2015-11-01,2015-11-02,2015-11-30
Governo do Estado do Amazonas,AM,2015,<MR-10>,ICMS,6,B,631892639.71,rcl,12,-10,2,2015-02-01,2015-02-02,2015-02-28
Governo do Estado do Amazonas,AM,2015,<MR-11>,ICMS,6,B,618340457.27,rcl,12,-11,1,2015-01-01,2015-01-02,2015-01-31
Governo do Estado do Amazonas,AM,2015,<MR-2>,ICMS,6,B,661027127.66,rcl,12,-2,10,2015-10-01,2015-10-02,2015-10-31
Governo do Estado do Amazonas,AM,2015,<MR-3>,ICMS,6,B,627665194.82,rcl,12,-3,9,2015-09-01,2015-09-02,2015-09-30
Governo do Estado do Amazonas,AM,2015,<MR-4>,ICMS,6,B,608992279.81,rcl,12,-4,8,2015-08-01,2015-08-02,2015-08-31
Governo do Estado do Amazonas,AM,2015,<MR-5>,ICMS,6,B,608686089.88,rcl,12,-5,7,2015-07-01,2015-07-02,2015-07-31
Governo do Estado do Amazonas,AM,2015,<MR-6>,ICMS,6,B,572495603.41,rcl,12,-6,6,2015-06-01,2015-06-02,2015-06-30
Governo do Estado do Amazonas,AM,2015,<MR-7>,ICMS,6,B,698752546.78,rcl,12,-7,5,2015-05-01,2015-05-02,2015-05-31
Governo do Estado do Amazonas,AM,2015,<MR-8>,ICMS,6,B,628479243.77,rcl,12,-8,4,2015-04-01,2015-04-02,2015-04-30
Governo do Estado do Amazonas,AM,2015,<MR-9>,ICMS,6,B,555806861.59,rcl,12,-9,3,2015-03-01,2015-03-02,2015-03-31
Governo do Estado do Amazonas,AM,2015,<MR>,ICMS,6,B,563933624.62,rcl,12,,12,2015-12-01,2015-12-02,2015-12-31
Governo do Estado do Amazonas,AM,2016,<MR-1>,ICMS,6,B,572179502.36,rcl,12,-1,11,2016-11-01,2016-11-02,2016-11-30
Governo do Estado do Amazonas,AM,2016,<MR-10>,ICMS,6,B,561295088.01,rcl,12,-10,2,2016-02-01,2016-02-02,2016-02-29
Governo do Estado do Amazonas,AM,2016,<MR-11>,ICMS,6,B,587620703,rcl,12,-11,1,2016-01-01,2016-01-02,2016-01-31
Governo do Estado do Amazonas,AM,2016,<MR-2>,ICMS,6,B,611945551,rcl,12,-2,10,2016-10-01,2016-10-02,2016-10-31
Governo do Estado do Amazonas,AM,2016,<MR-3>,ICMS,6,B,680264354.09,rcl,12,-3,9,2016-09-01,2016-09-02,2016-09-30
Governo do Estado do Amazonas,AM,2016,<MR-4>,ICMS,6,B,552998016.05,rcl,12,-4,8,2016-08-01,2016-08-02,2016-08-31
Governo do Estado do Amazonas,AM,2016,<MR-5>,ICMS,6,B,576831516.56,rcl,12,-5,7,2016-07-01,2016-07-02,2016-07-31
Governo do Estado do Amazonas,AM,2016,<MR-6>,ICMS,6,B,540027779.37,rcl,12,-6,6,2016-06-01,2016-06-02,2016-06-30
Governo do Estado do Amazonas,AM,2016,<MR-7>,ICMS,6,B,579366550.54,rcl,12,-7,5,2016-05-01,2016-05-02,2016-05-31
Governo do Estado do Amazonas,AM,2016,<MR-8>,ICMS,6,B,594421581.01,rcl,12,-8,4,2016-04-01,2016-04-02,2016-04-30
Governo do Estado do Amazonas,AM,2016,<MR-9>,ICMS,6,B,560141268.29,rcl,12,-9,3,2016-03-01,2016-03-02,2016-03-31
Governo do Estado do Amazonas,AM,2016,<MR>,ICMS,6,B,636906746.32,rcl,12,,12,2016-12-01,2016-12-02,2016-12-31
Governo do Estado do Amazonas,AM,2017,<MR-1>,ICMS,6,B,746424580.11,rcl,12,-1,11,2017-11-01,2017-11-02,2017-11-30
Governo do Estado do Amazonas,AM,2017,<MR-10>,ICMS,6,B,545090780.76,rcl,12,-10,2,2017-02-01,2017-02-02,2017-02-28
Governo do Estado do Amazonas,AM,2017,<MR-11>,ICMS,6,B,661372671.6,rcl,12,-11,1,2017-01-01,2017-01-02,2017-01-31
Governo do Estado do Amazonas,AM,2017,<MR-2>,ICMS,6,B,718396317.96,rcl,12,-2,10,2017-10-01,2017-10-02,2017-10-31
Governo do Estado do Amazonas,AM,2017,<MR-3>,ICMS,6,B,765181177.72,rcl,12,-3,9,2017-09-01,2017-09-02,2017-09-30
Governo do Estado do Amazonas,AM,2017,<MR-4>,ICMS,6,B,722362351.37,rcl,12,-4,8,2017-08-01,2017-08-02,2017-08-31
Governo do Estado do Amazonas,AM,2017,<MR-5>,ICMS,6,B,678327346.63,rcl,12,-5,7,2017-07-01,2017-07-02,2017-07-31
Governo do Estado do Amazonas,AM,2017,<MR-6>,ICMS,6,B,637121726.25,rcl,12,-6,6,2017-06-01,2017-06-02,2017-06-30
Governo do Estado do Amazonas,AM,2017,<MR-7>,ICMS,6,B,712658343.61,rcl,12,-7,5,2017-05-01,2017-05-02,2017-05-31
Governo do Estado do Amazonas,AM,2017,<MR-8>,ICMS,6,B,627276532.46,rcl,12,-8,4,2017-04-01,2017-04-02,2017-04-30
Governo do Estado do Amazonas,AM,2017,<MR-9>,ICMS,6,B,558645935.47,rcl,12,-9,3,2017-03-01,2017-03-02,2017-03-31
Governo do Estado do Amazonas,AM,2017,<MR>,ICMS,6,B,712925610.03,rcl,12,,12,2017-12-01,2017-12-02,2017-12-31
Governo do Estado do Amazonas,AM,2018,<MR-1>,ICMS,6,B,848820767.25,rcl,12,-1,11,2018-11-01,2018-11-02,2018-11-30
Governo do Estado do Amazonas,AM,2018,<MR-10>,ICMS,6,B,820939935.24,rcl,12,-10,2,2018-02-01,2018-02-02,2018-02-28
Governo do Estado do Amazonas,AM,2018,<MR-11>,ICMS,6,B,706959552.6,rcl,12,-11,1,2018-01-01,2018-01-02,2018-01-31
Governo do Estado do Amazonas,AM,2018,<MR-2>,ICMS,6,B,782309381.19,rcl,12,-2,10,2018-10-01,2018-10-02,2018-10-31
Governo do Estado do Amazonas,AM,2018,<MR-3>,ICMS,6,B,800304935.27,rcl,12,-3,9,2018-09-01,2018-09-02,2018-09-30
Governo do Estado do Amazonas,AM,2018,<MR-4>,ICMS,6,B,784742541.61,rcl,12,-4,8,2018-08-01,2018-08-02,2018-08-31
Governo do Estado do Amazonas,AM,2018,<MR-5>,ICMS,6,B,722976416.58,rcl,12,-5,7,2018-07-01,2018-07-02,2018-07-31
Governo do Estado do Amazonas,AM,2018,<MR-6>,ICMS,6,B,709853709.49,rcl,12,-6,6,2018-06-01,2018-06-02,2018-06-30
Governo do Estado do Amazonas,AM,2018,<MR-7>,ICMS,6,B,762140478.1,rcl,12,-7,5,2018-05-01,2018-05-02,2018-05-31
Governo do Estado do Amazonas,AM,2018,<MR-8>,ICMS,6,B,785187399.13,rcl,12,-8,4,2018-04-01,2018-04-02,2018-04-30
Governo do Estado do Amazonas,AM,2018,<MR-9>,ICMS,6,B,730706748.72,rcl,12,-9,3,2018-03-01,2018-03-02,2018-03-31
Governo do Estado do Amazonas,AM,2018,<MR>,ICMS,6,B,821379879.52,rcl,12,,12,2018-12-01,2018-12-02,2018-12-31
Governo do Estado do Amazonas,AM,2019,<MR-1>,ICMS,6,B,986267040.45,rcl,12,-1,11,2019-11-01,2019-11-02,2019-11-30
Governo do Estado do Amazonas,AM,2019,<MR-10>,ICMS,6,B,841491294.33,rcl,12,-10,2,2019-02-01,2019-02-02,2019-02-28
Governo do Estado do Amazonas,AM,2019,<MR-11>,ICMS,6,B,780614019.21,rcl,12,-11,1,2019-01-01,2019-01-02,2019-01-31
Governo do Estado do Amazonas,AM,2019,<MR-2>,ICMS,6,B,860034996.72,rcl,12,-2,10,2019-10-01,2019-10-02,2019-10-31
Governo do Estado do Amazonas,AM,2019,<MR-3>,ICMS,6,B,894907874.29,rcl,12,-3,9,2019-09-01,2019-09-02,2019-09-30
Governo do Estado do Amazonas,AM,2019,<MR-4>,ICMS,6,B,862712671.78,rcl,12,-4,8,2019-08-01,2019-08-02,2019-08-31
Governo do Estado do Amazonas,AM,2019,<MR-5>,ICMS,6,B,775722542.44,rcl,12,-5,7,2019-07-01,2019-07-02,2019-07-31
Governo do Estado do Amazonas,AM,2019,<MR-6>,ICMS,6,B,767503212.07,rcl,12,-6,6,2019-06-01,2019-06-02,2019-06-30
Governo do Estado do Amazonas,AM,2019,<MR-7>,ICMS,6,B,822296225.12,rcl,12,-7,5,2019-05-01,2019-05-02,2019-05-31
Governo do Estado do Amazonas,AM,2019,<MR-8>,ICMS,6,B,758169212.93,rcl,12,-8,4,2019-04-01,2019-04-02,2019-04-30
Governo do Estado do Amazonas,AM,2019,<MR-9>,ICMS,6,B,715199568.08,rcl,12,-9,3,2019-03-01,2019-03-02,2019-03-31
Governo do Estado do Amazonas,AM,2019,<MR>,ICMS,6,B,1009277529.91,rcl,12,,12,2019-12-01,2019-12-02,2019-12-31
Governo do Estado do Ceará,CE,2015,<MR-1>,ICMS,6,B,848244875.47,rcl,12,-1,11,2015-11-01,2015-11-02,2015-11-30
Governo do Estado do Ceará,CE,2015,<MR-10>,ICMS,6,B,753954768,rcl,12,-10,2,2015-02-01,2015-02-02,2015-02-28
Governo do Estado do Ceará,CE,2015,<MR-11>,ICMS,6,B,827340852,rcl,12,-11,1,2015-01-01,2015-01-02,2015-01-31
Governo do Estado do Ceará,CE,2015,<MR-2>,ICMS,6,B,855746536,rcl,12,-2,10,2015-10-01,2015-10-02,2015-10-31
Governo do Estado do Ceará,CE,2015,<MR-3>,ICMS,6,B,842919195,rcl,12,-3,9,2015-09-01,2015-09-02,2015-09-30
Governo do Estado do Ceará,CE,2015,<MR-4>,ICMS,6,B,835321431,rcl,12,-4,8,2015-08-01,2015-08-02,2015-08-31
Governo do Estado do Ceará,CE,2015,<MR-5>,ICMS,6,B,803013493,rcl,12,-5,7,2015-07-01,2015-07-02,2015-07-31
Governo do Estado do Ceará,CE,2015,<MR-6>,ICMS,6,B,796501274,rcl,12,-6,6,2015-06-01,2015-06-02,2015-06-30
Governo do Estado do Ceará,CE,2015,<MR-7>,ICMS,6,B,758564662,rcl,12,-7,5,2015-05-01,2015-05-02,2015-05-31
Governo do Estado do Ceará,CE,2015,<MR-8>,ICMS,6,B,801459058,rcl,12,-8,4,2015-04-01,2015-04-02,2015-04-30
Governo do Estado do Ceará,CE,2015,<MR-9>,ICMS,6,B,741419462,rcl,12,-9,3,2015-03-01,2015-03-02,2015-03-31
Governo do Estado do Ceará,CE,2015,<MR>,ICMS,6,B,851404765.17,rcl,12,,12,2015-12-01,2015-12-02,2015-12-31
Governo do Estado do Ceará,CE,2016,<MR-1>,ICMS,6,B,898259957.52,rcl,12,-1,11,2016-11-01,2016-11-02,2016-11-30
Governo do Estado do Ceará,CE,2016,<MR-10>,ICMS,6,B,821641416.89,rcl,12,-10,2,2016-02-01,2016-02-02,2016-02-29
Governo do Estado do Ceará,CE,2016,<MR-11>,ICMS,6,B,859625066.89,rcl,12,-11,1,2016-01-01,2016-01-02,2016-01-31
Governo do Estado do Ceará,CE,2016,<MR-2>,ICMS,6,B,890327464.47,rcl,12,-2,10,2016-10-01,2016-10-02,2016-10-31
Governo do Estado do Ceará,CE,2016,<MR-3>,ICMS,6,B,902911394.45,rcl,12,-3,9,2016-09-01,2016-09-02,2016-09-30
Governo do Estado do Ceará,CE,2016,<MR-4>,ICMS,6,B,892310864.83,rcl,12,-4,8,2016-08-01,2016-08-02,2016-08-31
Governo do Estado do Ceará,CE,2016,<MR-5>,ICMS,6,B,858540343.61,rcl,12,-5,7,2016-07-01,2016-07-02,2016-07-31
Governo do Estado do Ceará,CE,2016,<MR-6>,ICMS,6,B,832333990.58,rcl,12,-6,6,2016-06-01,2016-06-02,2016-06-30
Governo do Estado do Ceará,CE,2016,<MR-7>,ICMS,6,B,816992419.05,rcl,12,-7,5,2016-05-01,2016-05-02,2016-05-31
Governo do Estado do Ceará,CE,2016,<MR-8>,ICMS,6,B,833241593.02,rcl,12,-8,4,2016-04-01,2016-04-02,2016-04-30
Governo do Estado do Ceará,CE,2016,<MR-9>,ICMS,6,B,798269113.97,rcl,12,-9,3,2016-03-01,2016-03-02,2016-03-31
Governo do Estado do Ceará,CE,2016,<MR>,ICMS,6,B,928532212.54,rcl,12,,12,2016-12-01,2016-12-02,2016-12-31
Governo do Estado do Ceará,CE,2017,<MR-1>,ICMS,6,B,1028306968.81,rcl,12,-1,11,2017-11-01,2017-11-02,2017-11-30
Governo do Estado do Ceará,CE,2017,<MR-10>,ICMS,6,B,810648782.41,rcl,12,-10,2,2017-02-01,2017-02-02,2017-02-28
Governo do Estado do Ceará,CE,2017,<MR-11>,ICMS,6,B,947236964.23,rcl,12,-11,1,2017-01-01,2017-01-02,2017-01-31
Governo do Estado do Ceará,CE,2017,<MR-2>,ICMS,6,B,986320958.06,rcl,12,-2,10,2017-10-01,2017-10-02,2017-10-31
Governo do Estado do Ceará,CE,2017,<MR-3>,ICMS,6,B,962639131.69,rcl,12,-3,9,2017-09-01,2017-09-02,2017-09-30
Governo do Estado do Ceará,CE,2017,<MR-4>,ICMS,6,B,939195952.25,rcl,12,-4,8,2017-08-01,2017-08-02,2017-08-31
Governo do Estado do Ceará,CE,2017,<MR-5>,ICMS,6,B,940659117.9,rcl,12,-5,7,2017-07-01,2017-07-02,2017-07-31
Governo do Estado do Ceará,CE,2017,<MR-6>,ICMS,6,B,1015217926.02,rcl,12,-6,6,2017-06-01,2017-06-02,2017-06-30
Governo do Estado do Ceará,CE,2017,<MR-7>,ICMS,6,B,814190611.05,rcl,12,-7,5,2017-05-01,2017-05-02,2017-05-31
Governo do Estado do Ceará,CE,2017,<MR-8>,ICMS,6,B,843500715.3,rcl,12,-8,4,2017-04-01,2017-04-02,2017-04-30
Governo do Estado do Ceará,CE,2017,<MR-9>,ICMS,6,B,818673360.35,rcl,12,-9,3,2017-03-01,2017-03-02,2017-03-31
Governo do Estado do Ceará,CE,2017,<MR>,ICMS,6,B,1074956427.89,rcl,12,,12,2017-12-01,2017-12-02,2017-12-31
Governo do Estado do Ceará,CE,2018,<MR-1>,ICMS,6,B,1061210743.02,rcl,12,-1,11,2018-11-01,2018-11-02,2018-11-30
Governo do Estado do Ceará,CE,2018,<MR-10>,ICMS,6,B,904081365.65,rcl,12,-10,2,2018-02-01,2018-02-02,2018-02-28
Governo do Estado do Ceará,CE,2018,<MR-11>,ICMS,6,B,1067589701.92,rcl,12,-11,1,2018-01-01,2018-01-02,2018-01-31
Governo do Estado do Ceará,CE,2018,<MR-2>,ICMS,6,B,1033621400.3,rcl,12,-2,10,2018-10-01,2018-10-02,2018-10-31
Governo do Estado do Ceará,CE,2018,<MR-3>,ICMS,6,B,1040668673.51,rcl,12,-3,9,2018-09-01,2018-09-02,2018-09-30
Governo do Estado do Ceará,CE,2018,<MR-4>,ICMS,6,B,1065747730.54,rcl,12,-4,8,2018-08-01,2018-08-02,2018-08-31
Governo do Estado do Ceará,CE,2018,<MR-5>,ICMS,6,B,963234102.43,rcl,12,-5,7,2018-07-01,2018-07-02,2018-07-31
Governo do Estado do Ceará,CE,2018,<MR-6>,ICMS,6,B,849279915.09,rcl,12,-6,6,2018-06-01,2018-06-02,2018-06-30
Governo do Estado do Ceará,CE,2018,<MR-7>,ICMS,6,B,917208521.09,rcl,12,-7,5,2018-05-01,2018-05-02,2018-05-31
Governo do Estado do Ceará,CE,2018,<MR-8>,ICMS,6,B,954202446.66,rcl,12,-8,4,2018-04-01,2018-04-02,2018-04-30
Governo do Estado do Ceará,CE,2018,<MR-9>,ICMS,6,B,842748774.41,rcl,12,-9,3,2018-03-01,2018-03-02,2018-03-31
Governo do Estado do Ceará,CE,2018,<MR>,ICMS,6,B,1142207583.6,rcl,12,,12,2018-12-01,2018-12-02,2018-12-31
Governo do Estado do Ceará,CE,2019,<MR-1>,ICMS,6,B,1197208390.24,rcl,12,-1,11,2019-11-01,2019-11-02,2019-11-30
Governo do Estado do Ceará,CE,2019,<MR-10>,ICMS,6,B,1015331029.63,rcl,12,-10,2,2019-02-01,2019-02-02,2019-02-28
Governo do Estado do Ceará,CE,2019,<MR-11>,ICMS,6,B,1115108362.92,rcl,12,-11,1,2019-01-01,2019-01-02,2019-01-31
Governo do Estado do Ceará,CE,2019,<MR-2>,ICMS,6,B,1125900237.02,rcl,12,-2,10,2019-10-01,2019-10-02,2019-10-31
Governo do Estado do Ceará,CE,2019,<MR-3>,ICMS,6,B,1205160935.26,rcl,12,-3,9,2019-09-01,2019-09-02,2019-09-30
Governo do Estado do Ceará,CE,2019,<MR-4>,ICMS,6,B,1079629424.56,rcl,12,-4,8,2019-08-01,2019-08-02,2019-08-31
Governo do Estado do Ceará,CE,2019,<MR-5>,ICMS,6,B,1163745404.87,rcl,12,-5,7,2019-07-01,2019-07-02,2019-07-31
Governo do Estado do Ceará,CE,2019,<MR-6>,ICMS,6,B,1008197439.63,rcl,12,-6,6,2019-06-01,2019-06-02,2019-06-30
Governo do Estado do Ceará,CE,2019,<MR-7>,ICMS,6,B,1024891680.28,rcl,12,-7,5,2019-05-01,2019-05-02,2019-05-31
Governo do Estado do Ceará,CE,2019,<MR-8>,ICMS,6,B,1025663411.82,rcl,12,-8,4,2019-04-01,2019-04-02,2019-04-30
Governo do Estado do Ceará,CE,2019,<MR-9>,ICMS,6,B,972884433.34,rcl,12,-9,3,2019-03-01,2019-03-02,2019-03-31
Governo do Estado do Ceará,CE,2019,<MR>,ICMS,6,B,1213623277.45,rcl,12,,12,2019-12-01,2019-12-02,2019-12-31
Governo do Estado do Espírito Santo,ES,2015,<MR-1>,ICMS,6,B,758372080.3,rcl,12,-1,11,2015-11-01,2015-11-02,2015-11-30
Governo do Estado do Espírito Santo,ES,2015,<MR-10>,ICMS,6,B,749487306.45,rcl,12,-10,2,2015-02-01,2015-02-02,2015-02-28
Governo do Estado do Espírito Santo,ES,2015,<MR-11>,ICMS,6,B,759802161.62,rcl,12,-11,1,2015-01-01,2015-01-02,2015-01-31
Governo do Estado do Espírito Santo,ES,2015,<MR-2>,ICMS,6,B,743671625.23,rcl,12,-2,10,2015-10-01,2015-10-02,2015-10-31
Governo do Estado do Espírito Santo,ES,2015,<MR-3>,ICMS,6,B,793116566.2,rcl,12,-3,9,2015-09-01,2015-09-02,2015-09-30
Governo do Estado do Espírito Santo,ES,2015,<MR-4>,ICMS,6,B,772130975.01,rcl,12,-4,8,2015-08-01,2015-08-02,2015-08-31
Governo do Estado do Espírito Santo,ES,2015,<MR-5>,ICMS,6,B,768174055.15,rcl,12,-5,7,2015-07-01,2015-07-02,2015-07-31
Governo do Estado do Espírito Santo,ES,2015,<MR-6>,ICMS,6,B,746811453.52,rcl,12,-6,6,2015-06-01,2015-06-02,2015-06-30
Governo do Estado do Espírito Santo,ES,2015,<MR-7>,ICMS,6,B,732335631.73,rcl,12,-7,5,2015-05-01,2015-05-02,2015-05-31
Governo do Estado do Espírito Santo,ES,2015,<MR-8>,ICMS,6,B,771227190.07,rcl,12,-8,4,2015-04-01,2015-04-02,2015-04-30
Governo do Estado do Espírito Santo,ES,2015,<MR-9>,ICMS,6,B,667415122.84,rcl,12,-9,3,2015-03-01,2015-03-02,2015-03-31
Governo do Estado do Espírito Santo,ES,2015,<MR>,ICMS,6,B,746991534.91,rcl,12,,12,2015-12-01,2015-12-02,2015-12-31
Governo do Estado do Espírito Santo,ES,2016,<MR-1>,ICMS,6,B,694021274.67,rcl,12,-1,11,2016-11-01,2016-11-02,2016-11-30
Governo do Estado do Espírito Santo,ES,2016,<MR-10>,ICMS,6,B,756432869.58,rcl,12,-10,2,2016-02-01,2016-02-02,2016-02-29
Governo do Estado do Espírito Santo,ES,2016,<MR-11>,ICMS,6,B,799845920.67,rcl,12,-11,1,2016-01-01,2016-01-02,2016-01-31
Governo do Estado do Espírito Santo,ES,2016,<MR-2>,ICMS,6,B,728188102.16,rcl,12,-2,10,2016-10-01,2016-10-02,2016-10-31
Governo do Estado do Espírito Santo,ES,2016,<MR-3>,ICMS,6,B,703897575.07,rcl,12,-3,9,2016-09-01,2016-09-02,2016-09-30
Governo do Estado do Espírito Santo,ES,2016,<MR-4>,ICMS,6,B,777429246.13,rcl,12,-4,8,2016-08-01,2016-08-02,2016-08-31
Governo do Estado do Espírito Santo,ES,2016,<MR-5>,ICMS,6,B,690261890.88,rcl,12,-5,7,2016-07-01,2016-07-02,2016-07-31
Governo do Estado do Espírito Santo,ES,2016,<MR-6>,ICMS,6,B,684321510.51,rcl,12,-6,6,2016-06-01,2016-06-02,2016-06-30
Governo do Estado do Espírito Santo,ES,2016,<MR-7>,ICMS,6,B,689108951.37,rcl,12,-7,5,2016-05-01,2016-05-02,2016-05-31
Governo do Estado do Espírito Santo,ES,2016,<MR-8>,ICMS,6,B,700294071.95,rcl,12,-8,4,2016-04-01,2016-04-02,2016-04-30
Governo do Estado do Espírito Santo,ES,2016,<MR-9>,ICMS,6,B,707564907.36,rcl,12,-9,3,2016-03-01,2016-03-02,2016-03-31
Governo do Estado do Espírito Santo,ES,2016,<MR>,ICMS,6,B,673974112.02,rcl,12,,12,2016-12-01,2016-12-02,2016-12-31
Governo do Estado do Espírito Santo,ES,2017,<MR-1>,ICMS,6,B,796218737.42,rcl,12,-1,11,2017-11-01,2017-11-02,2017-11-30
Governo do Estado do Espírito Santo,ES,2017,<MR-10>,ICMS,6,B,703751290.35,rcl,12,-10,2,2017-02-01,2017-02-02,2017-02-28
Governo do Estado do Espírito Santo,ES,2017,<MR-11>,ICMS,6,B,806408999.16,rcl,12,-11,1,2017-01-01,2017-01-02,2017-01-31
Governo do Estado do Espírito Santo,ES,2017,<MR-2>,ICMS,6,B,788363515.54,rcl,12,-2,10,2017-10-01,2017-10-02,2017-10-31
Governo do Estado do Espírito Santo,ES,2017,<MR-3>,ICMS,6,B,824243881.24,rcl,12,-3,9,2017-09-01,2017-09-02,2017-09-30
Governo do Estado do Espírito Santo,ES,2017,<MR-4>,ICMS,6,B,705991978.09,rcl,12,-4,8,2017-08-01,2017-08-02,2017-08-31
Governo do Estado do Espírito Santo,ES,2017,<MR-5>,ICMS,6,B,723935135.53,rcl,12,-5,7,2017-07-01,2017-07-02,2017-07-31
Governo do Estado do Espírito Santo,ES,2017,<MR-6>,ICMS,6,B,780339220.5,rcl,12,-6,6,2017-06-01,2017-06-02,2017-06-30
Governo do Estado do Espírito Santo,ES,2017,<MR-7>,ICMS,6,B,719442703.41,rcl,12,-7,5,2017-05-01,2017-05-02,2017-05-31
Governo do Estado do Espírito Santo,ES,2017,<MR-8>,ICMS,6,B,722603777.93,rcl,12,-8,4,2017-04-01,2017-04-02,2017-04-30
Governo do Estado do Espírito Santo,ES,2017,<MR-9>,ICMS,6,B,658964978.85,rcl,12,-9,3,2017-03-01,2017-03-02,2017-03-31
Governo do Estado do Espírito Santo,ES,2017,<MR>,ICMS,6,B,814206363.24,rcl,12,,12,2017-12-01,2017-12-02,2017-12-31
Governo do Estado do Espírito Santo,ES,2018,<MR-1>,ICMS,6,B,934364793.97,rcl,12,-1,11,2018-11-01,2018-11-02,2018-11-30
Governo do Estado do Espírito Santo,ES,2018,<MR-10>,ICMS,6,B,773548826.28,rcl,12,-10,2,2018-02-01,2018-02-02,2018-02-28
Governo do Estado do Espírito Santo,ES,2018,<MR-11>,ICMS,6,B,888064334.61,rcl,12,-11,1,2018-01-01,2018-01-02,2018-01-31
Governo do Estado do Espírito Santo,ES,2018,<MR-2>,ICMS,6,B,861895241.87,rcl,12,-2,10,2018-10-01,2018-10-02,2018-10-31
Governo do Estado do Espírito Santo,ES,2018,<MR-3>,ICMS,6,B,897105381.69,rcl,12,-3,9,2018-09-01,2018-09-02,2018-09-30
Governo do Estado do Espírito Santo,ES,2018,<MR-4>,ICMS,6,B,845025754.4,rcl,12,-4,8,2018-08-01,2018-08-02,2018-08-31
Governo do Estado do Espírito Santo,ES,2018,<MR-5>,ICMS,6,B,855043840.57,rcl,12,-5,7,2018-07-01,2018-07-02,2018-07-31
Governo do Estado do Espírito Santo,ES,2018,<MR-6>,ICMS,6,B,766302068.3,rcl,12,-6,6,2018-06-01,2018-06-02,2018-06-30
Governo do Estado do Espírito Santo,ES,2018,<MR-7>,ICMS,6,B,813918604.14,rcl,12,-7,5,2018-05-01,2018-05-02,2018-05-31
Governo do Estado do Espírito Santo,ES,2018,<MR-8>,ICMS,6,B,824828884.38,rcl,12,-8,4,2018-04-01,2018-04-02,2018-04-30
Governo do Estado do Espírito Santo,ES,2018,<MR-9>,ICMS,6,B,839024021.48,rcl,12,-9,3,2018-03-01,2018-03-02,2018-03-31
Governo do Estado do Espírito Santo,ES,2018,<MR>,ICMS,6,B,899621856.43,rcl,12,,12,2018-12-01,2018-12-02,2018-12-31
Governo do Estado do Espírito Santo,ES,2019,<MR-1>,ICMS,6,B,1016170759.04,rcl,12,-1,11,2019-11-01,2019-11-02,2019-11-30
Governo do Estado do Espírito Santo,ES,2019,<MR-10>,ICMS,6,B,958295340.81,rcl,12,-10,2,2019-02-01,2019-02-02,2019-02-28
